Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,MA_50,MA_200,Price_MA50_Ratio,Price_MA200_Ratio,Volatility_20d,Volume_MA_20,Volume_Ratio,Daily_Range,Daily_Range_Abs,Gap,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR_14,Year,Month,Day,DayOfWeek,Quarter,Cumulative_Return,Drawdown
2007-09-17,6897.919911426769,6977.119187192931,6842.920549999041,6897.02001953125,0,,,,,,,,,,1.945748117503809,134.19863719389014,,,0.0,0.0,0.0,,,,,,,2007,9,17,0,3,,0.0
2007-09-18,6921.0694804268305,7078.8679397982405,6883.520112058051,7059.56787109375,0,2.356783815360708,2.329440448318469,,,,,,,,2.7671357695995007,195.34782774018913,0.348693505709369,,12.966780181623108,2.5933560363246215,10.373424145298486,,,,,,,2007,9,18,1,3,1.023567838153607,0.0
2007-09-19,7110.917439349022,7419.263956976473,7110.917439349022,7401.76416015625,0,4.8472696248684555,4.733453024698397,,,,,,,,4.165851693671662,308.34651762745125,0.727375516361689,,50.27587853766272,12.129860536592242,38.14601800107048,,,,,,,2007,9,19,2,3,1.0731829310623495,0.0
2007-09-20,7404.864085705006,7462.813118859134,7343.514701467846,7390.06396484375,0,-0.15807306284469913,-0.15819813012651612,,,,,,,,1.6143083193706917,119.29841739128824,0.041880901386223746,,78.00036020435891,25.303960470145576,52.69639973421334,,,,,,,2007,9,20,3,3,1.0714865179332929,-0.15807306284469913
2007-09-21,7378.213894310332,7506.262696305653,7367.0641217921975,7464.4130859375,0,1.0060687085720277,1.0010415271548687,,,,,,,,1.8648294636278488,139.19857451345524,-0.16035139330040557,,104.76391122472614,41.19595062106169,63.56796060366445,,,,,,,2007,9,21,4,3,1.0822664085067877,0.0
2007-09-24,7514.312620639167,7660.960819606251,7514.312620639167,7650.81103515625,0,2.497154793990597,2.4664854097699296,,,,,,,,1.916766710002645,146.64819896708377,0.6684991053841165,,139.40796667722498,60.83835383229435,78.56961284493062,,,,,,,2007,9,24,0,3,1.1092922760105648,0.0
2007-09-25,7658.410790931601,7694.1603745022485,7490.112946663085,7629.06103515625,0,-0.2842835864074633,-0.2846884396645883,,,,,,,,2.674607358610349,204.0474278391639,0.09933268173046152,,163.2270076536579,81.31608459656707,81.91092305709083,,,,,,,2007,9,25,1,3,1.106138740144581,-0.2842835864074633
2007-09-26,7647.011032803211,7829.758904335989,7591.711383910307,7755.8095703125,0,1.6613910227243789,1.6477409025035754,,,,,,,,3.0692801088989503,238.0475204256827,0.23528449391403972,,190.13950686243243,103.08076904974016,87.05873781269227,,,,,,,2007,9,26,2,3,1.1245160298722197,0.0
2007-09-27,7804.459321750297,7866.408798836151,7747.01028076877,7833.55908203125,0,1.0024680339800751,0.9974766534615132,,,,,,,,1.524192475183587,119.39851806738079,0.627268513966838,,215.2602065293504,125.51665654566222,89.74354998368818,,,,,,,2007,9,27,3,3,1.1357889436086706,0.0
2007-09-28,7838.159103398419,8082.756364539167,7835.958933600577,8042.10693359375,0,2.662236275729013,2.627415422776544,,,,,,,,3.0688155849763663,246.79743093858997,0.05872198471982259,,249.12485446677238,150.23829612988425,98.88655833688813,,,,,,,2007,9,28,4,3,1.1660263288811399,0.0
2007-10-01,8008.456786760142,8085.055994719444,7913.207893072496,7987.4072265625,0,-0.6801663728538188,-0.6824900468878288,,,,,,,,2.1514879205790294,171.84810164694863,-0.4184245137681986,,268.454446968336,173.88152629757462,94.57292067076139,,,,,,,2007,10,1,0,4,1.1580954098934686,-0.6801663728538188
2007-10-03,8029.706358912485,8235.703961613657,7820.158992834213,8097.8056640625,0,1.3821561161031726,1.3726914497182339,,,,,,,,5.131574972508962,415.5449687794444,0.5295727530870945,,289.3461176237688,196.97444456281346,92.37167306095535,,,,,,,2007,10,3,2,4,1.1741020964316213,0.0
2007-10-04,8083.205992862799,8086.606344024107,7828.559045892792,8035.806640625,0,-0.765627455258,-0.7685734286799705,,,,,,,,3.211218358923143,258.0472981313151,-0.18029169636033204,,297.47105296137124,217.073766242525,80.39728671884623,,,,,,,2007,10,4,3,4,1.165112848428581,-0.765627455258
2007-10-05,8038.006544536039,8066.455920449384,7789.609533246847,7845.15869140625,0,-2.3724805454492848,-2.401077068825775,,,,,,,,3.5288819269621783,276.8463872025377,0.027376267367075973,79.08878350668665,285.23837611769795,230.70668821755962,54.53168790013834,,,,,,220.60457864493432,2007,10,5,4,4,1.137470772767083,-3.1199436382806756
2007-10-08,7853.058392935147,7935.3577268936615,7516.362609322073,7626.31103515625,0,-2.7895886477061316,-2.82923675799308,,,,,,,,5.494073289695091,418.9951175715887,0.10069524199109459,69.72570797053905,254.9458575664703,235.55452208734175,19.391335479128543,,,,,,240.94718438619853,2007,10,8,0,4,1.1057400172189973,-5.822498692438504
2007-10-09,7580.811767068622,7916.358158941491,7534.962202463992,7895.75830078125,0,3.5331271486684024,3.4721444575414893,,,,,,,,4.830390469776174,381.39595647749866,-0.5966091322250322,71.38070056546833,249.80140573070366,238.40389881601416,11.397506914689501,,,,,,254.23633643886347,2007,10,9,1,4,1.1448072179610524,-2.495087825803499
2007-10-10,7960.5574535505275,8080.955957663504,7907.258267845483,8030.556640625,0,1.7072247491467962,1.6928154357834198,,,,,,,,2.162959525611446,173.697689818021,0.820683084522305,67.98521593566161,253.67725655083723,241.45857036297878,12.218686187858452,,,,,,241.77216293882995,2007,10,10,2,4,1.1643516501161024,-0.8304598335317714
2007-10-11,8054.206291407102,8177.655053419004,8005.407053302662,8158.705078125,0,1.595760334367391,1.583161929316458,,,,,,,,2.111217386422889,172.24800011634215,0.2944957845445378,70.61219722528693,264.0456502811312,245.9759863466093,18.069663934521913,,,,,,245.55427599061952,2007,10,11,3,4,1.1829319119012074,0.0
2007-10-12,8093.555760202854,8132.005508277859,7889.708033650475,7933.90771484375,0,-2.755306891579812,-2.793977455773621,,,,,,,,3.0539487392078364,242.29747462738396,-0.798525223038439,61.650117830941376,251.22741524646244,247.02627212657993,4.201143119882516,,,,,,254.82559527355306,2007,10,12,4,4,1.1503385074098966,-2.755306891579812
