Date,Open,High,Low,Close,Volume,Daily_Return,Log_Return,MA_50,MA_200,Price_MA50_Ratio,Price_MA200_Ratio,Volatility_20d,Volume_MA_20,Volume_Ratio,Daily_Range,Daily_Range_Abs,Gap,RSI_14,MACD,MACD_Signal,MACD_Histogram,BB_Middle,BB_Upper,BB_Lower,BB_Width,BB_Position,ATR_14,Year,Month,Day,DayOfWeek,Quarter,Cumulative_Return,Drawdown
2011-03-15,4379.9501953125,4401.10009765625,4307.2998046875,4346.2001953125,6075000,-1.6663438966585065,-1.6803835914905676,,,,,1.1895872524599003,492000.0,12.347560975609756,2.1582138132964115,93.80029296875,-0.9027433388500675,40.0265369305617,-41.03028279689079,-44.66461405511933,3.634331258228542,4422.87001953125,4538.250872741359,4307.489166321142,230.7617064202168,0.16775326197694732,80.17497907366071,2011,3,15,1,1,0.9267346957898781,-7.3265304210121895
2011-03-16,4359.4501953125,4426.0,4359.4501953125,4408.9501953125,4313000,1.4437899125695486,1.4334665128403412,,,,,1.242568487805885,707650.0,6.09482088603123,1.5094251860285088,66.5498046875,0.30486400544297293,48.534745518790366,-38.037519952651564,-43.33919523462578,5.301675281974212,4418.4000244140625,4528.263502662641,4308.536546165484,219.72695649715752,0.456992854894958,82.03567940848214,2011,3,16,2,1,0.9401147978439744,-5.988520215602556
2011-03-17,4377.85009765625,4417.9501953125,4363.64990234375,4385.5,4368000,-0.5318770744435208,-0.5332965761284163,,,,,1.227085571113887,926050.0,4.716807947735004,1.2381779265477142,54.30029296875,-0.7053855516289331,58.65043125317098,-37.12995757878616,-42.09734770345786,4.967390124671695,4415.10751953125,4524.759904066604,4305.455134995896,219.30476907070806,0.3649937269640333,75.04642159598214,2011,3,17,3,1,0.9351145427607913,-6.488545723920868
2011-03-18,4405.7998046875,4417.0498046875,4331.14990234375,4340.0,4930000,-1.0375099760574602,-1.0429296296985735,,,,,1.2352511904530206,1172550.0,4.2045115346893525,1.9792604226670507,85.89990234375,0.4628846126439402,51.165743007503124,-39.62540064679797,-41.60295829212588,1.9775576453279058,4408.235009765625,4518.662140556523,4297.807878974728,220.85426158179507,0.19104055644244836,76.28571428571429,2011,3,18,4,1,0.925412636092084,-7.458736390791598
2011-03-21,4352.39990234375,4368.0498046875,4336.35009765625,4344.7998046875,6084000,0.11059457805300266,0.11053346730216367,,,,,1.2358812776103496,1476750.0,4.11985779583545,0.7296010968572119,31.69970703125,0.28571203557027647,51.342118106393364,-40.74605793986302,-41.431578221673306,0.6855202818102839,4402.3125,4513.021290051063,4291.603709948937,221.41758010212652,0.24025235355759522,72.33925083705357,2011,3,21,0,1,0.9264360922922192,-7.356390770778088
2011-03-22,4347.2001953125,4397.64990234375,4347.2001953125,4389.75,6560000,1.034574602585936,1.0292595071967918,,,,,1.2476165423174403,1804750.0,3.63485247264164,1.149261507631414,50.44970703125,0.055247439074414345,39.881827956862615,-37.57395268369055,-40.66005311407676,3.0861004303862103,4396.935009765625,4498.268178081306,4295.601841449944,202.66633663136236,0.46454759144981106,65.3642578125,2011,3,22,1,1,0.9360207648122641,-6.397923518773608
2011-03-23,4396.89990234375,4473.85009765625,4393.5498046875,4462.2998046875,4686000,1.6527092587846681,1.639200654746074,,,,,1.2944004566863792,2039050.0,2.29812903067605,1.7995270708704325,80.30029296875,0.16287721040492056,50.62778288677256,-28.873043032886017,-38.30265109783861,9.429608064952596,4397.102490234375,4498.8773340260195,4295.327646442731,203.5496875832887,0.820301717124706,67.04642159598214,2011,3,23,2,1,0.9514904666564635,-4.850953334353669
2011-03-24,4469.25,4495.5,4454.4501953125,4463.0498046875,3923000,0.016807476700964052,0.016806064402844354,,,,,1.2825963405918577,2235200.0,1.755100214745884,0.9197702576472655,41.0498046875,0.15575366104265442,51.76787469495662,-21.66722444000061,-34.97556576627101,13.308341326270401,4398.934985351562,4504.191177665511,4293.678793037614,210.5123846278966,0.8045655458668979,65.57854352678571,2011,3,24,3,1,0.9516503881949587,-4.834961180504149
2011-03-25,4501.5498046875,4501.5498046875,4468.5498046875,4480.39990234375,5661000,0.3887498104553355,0.38799613103309993,,,,,1.086832888459635,2518250.0,2.2479896753698005,0.7365413962878026,33.0,0.8626388161647627,55.77947293947422,-14.390666761430111,-30.85858596530283,16.467919203872718,4407.94248046875,4508.362357509346,4307.522603428153,200.83975408119295,0.8607723092795074,63.228550502232146,2011,3,25,4,1,0.9553499272752641,-4.465007272473609
2011-03-28,4477.60009765625,4500.2998046875,4426.85009765625,4441.4501953125,7870000,-0.8693355030847782,-0.8731362677996499,,,,,1.1074916381410063,2911750.0,2.702841933545119,1.6537325378266927,73.44970703125,-0.06249006223831469,49.39859822725388,-11.63276296719232,-27.013421365680728,15.380658398488407,4413.6099853515625,4507.648352915546,4319.571617787579,188.07673512796646,0.6480258041591118,65.267822265625,2011,3,28,0,1,0.9470447311787656,-5.295526882123458
